"","Community.Name","State","Region","Latitude","Longitude","cumi_mean","ComEng","ComRel","PC1_scores_pd","PC1_scores_pc","PC1_scores_pov","PC1_scores_lf","PC1_scores_hc","Hazard","Vulnerability","Exposure","Risk","RiskCategoryM1","RiskCategoryM2"
"408","Camano, WA","WA","West Coast",48.152467,-122.462132,135.079105925926,-0.182,-0.12,-0.651175526455428,-0.88314211006918,-0.660334680860388,0.83825167949547,0.0260900353435072,2,1,1,2,"Low","Low"
"409","Camarillo, CA","CA","West Coast",34.2219829,-119.0330718,283.926648541667,-0.182,-0.12,-0.682447438509555,0.0444127909488516,-0.628298578468566,-0.26787052027915,-0.734018479020493,4,1,1,4,"Medium","Moderate"
"410","Cambria, CA","CA","West Coast",35.5524795,-121.084527,308.357992857143,-0.178,-0.119,-0.702642742617496,-0.378923315633097,-0.593535091111377,1.78701505345798,-0.209898699195747,4,1,1,4,"Medium","Moderate"
"411","Cambrian Park, CA","CA","West Coast",37.2562735,-121.9289025,274.460568333333,-0.182,-0.12,-1.27318564158462,-0.392957529828601,-0.925153866132859,-0.938147474957403,-1.28613194409631,4,1,1,4,"Medium","Moderate"
"412","Camden, DE","DE","Northeast",39.0990317,-75.5569602,324.353746666667,-0.178,-0.119,-0.467090197199277,-0.377471851293318,-0.897779141983715,-0.739669241708406,-0.329568582047779,4,1,1,4,"Medium","Moderate"
"413","Camden, ME","ME","Northeast",44.2137709,-69.0684627,323.472711304348,-0.156,-0.111,-0.675547857792278,-1.0853842738365,0.127397797094165,0.681340131560719,0.256659319081852,4,1,1,4,"Medium","Moderate"
"414","Camden, NJ","NJ","Northeast",39.9367868,-75.1066438,246.870313,-0.182,-0.12,2.71208431308716,2.18706487711846,3.21242795214204,0.205896423387555,0.617572270220916,3,4,1,12,"High","High"
"415","Cameron Park, TX","TX","Southeast",25.9705027,-97.4774157,83.9864027272727,-0.182,-0.12,3.463681411102,2.88208670160243,4.39178496665252,0.494983613823239,1.23676576802103,1,4,1,4,"Medium","Moderate"
"416","Camino Tassajara, CA","CA","West Coast",37.7908735,-121.8850351,244.691001666667,-0.182,-0.12,-0.87813779886017,0.687371821626406,-0.83236194630415,-0.906180137257884,-2.54668756562624,3,1,1,3,"Low","Moderate"
"417","Campbell, CA","CA","West Coast",37.2802323,-121.9543517,274.614269916667,-0.182,-0.12,-0.782028124917856,0.327613135139246,-0.572479972944102,-1.30458504907863,-0.88130441241026,4,1,1,4,"Medium","Moderate"
"418","Campo, CA","CA","West Coast",32.6409665,-116.4745155,310.9043225,-0.182,-0.12,2.11731630012829,0.357799275601301,0.527200552347542,0.660533702075547,0.655553614179098,4,3,1,12,"High","High"
"419","Camptown, VA","VA","Northeast",36.6858869,-76.894742,202.788,-0.182,-0.12,3.84676577525318,0.793682215457435,4.74693487982786,0.827528301923944,1.72906705525969,2,4,1,8,"High","High"
"420","Canal Point, FL","FL","Southeast",26.8626368,-80.6222021,85.9068196666667,-0.182,-0.12,1.66041461027266,1.10084120568986,1.23295092938131,-1.08763742249816,0.272994869146984,1,3,1,3,"Low","Moderate"
"421","Candia, NH","NH","Northeast",43.0568701,-71.3405593,287.037788571429,-0.182,-0.12,-0.739476495307371,-1.05606583287677,-0.686210867854336,-1.43608185658723,-0.140372037536389,4,1,1,4,"Medium","Moderate"
"422","Cannon Beach, OR","OR","West Coast",45.8893318,-123.9604525,234.706593076923,-0.182,-0.12,-0.350050836166165,-0.374723915279184,0.37673160038268,-0.657765203805474,0.4438686228214,2,1,1,2,"Low","Low"
"423","Canterwood, WA","WA","West Coast",47.3764879,-122.6021691,144.8893,-0.182,-0.12,-1.03363866718364,-0.786536452038502,-1.32696074470487,-0.66350384391392,-0.78722154799441,2,1,1,2,"Low","Low"
"424","Canton, MA","MA","Northeast",42.1757371,-71.1253849,269.06236125,-0.132,-0.118,-0.667020878794838,-0.259048062423736,-0.54089351942258,-0.716779545699568,-0.831133446899876,3,1,1,3,"Low","Moderate"
"425","Canyon Creek, WA","WA","West Coast",48.1100513,-121.9825208,126.5535375,-0.182,-0.12,-0.311719182577653,-0.585908641417962,-0.236984986279239,-0.682440025881286,0.366590026615723,1,1,1,1,"Low","Low"
"426","Cape Canaveral, FL","FL","Southeast",28.3932261,-80.6047911,87.3113034027778,0.305,-0.082,0.0315957142566057,-0.801896991989308,-0.233359673606665,1.72726907190553,0.980633914736414,1,2,2,4,"Medium","Moderate"
"427","Cape Carteret, NC","NC","Southeast",34.6943199,-77.0601963,81.3380155555556,-0.051,-0.075,-0.361250988423175,-0.640912784959901,-0.751479049999349,0.943811734090591,-0.0591484106100697,1,1,1,1,"Low","Low"
"428","Cape Coral, FL","FL","Southeast",26.6431921,-81.9973643,120.076075227273,0.312,-0.117,0.159748876891856,-0.0886325565129601,-0.0627074087048097,0.249792510243104,0.270854152192811,1,2,2,4,"Medium","Moderate"
"429","Cape Elizabeth, ME","ME","Northeast",43.5673345,-70.2035092,345.3266488,-0.02,-0.105,-1.4522961561172,-1.02811766851903,-1.07440359111677,-0.515551987251605,-0.657150318027562,4,1,1,4,"Medium","Moderate"
"430","Cape May Point, NJ","NJ","Northeast",38.9369094,-74.9653744,227.520589347826,-0.182,-0.12,-0.720886131969145,-1.58910955625109,0.665744936030772,4.27167245521219,-0.44822227650232,2,2,1,4,"Medium","Moderate"
"431","Cape May, NJ","NJ","Northeast",38.941558,-74.9004831,227.922608,12.026,3.222,-0.880924371974421,-0.913243096528781,-0.214184611028815,1.4916631732683,0.188768198691164,2,1,4,8,"High","High"
"432","Cape Neddick, ME","ME","Northeast",43.1719854,-70.623743,327.201925454545,-0.178,-0.118,-0.91014722915194,-0.995411741677203,0.182790338916587,0.0873981734990139,0.0580304167019786,4,1,1,4,"Medium","Moderate"
"433","Capitola, CA","CA","West Coast",36.9760826,-121.954012,292.234048472222,-0.182,-0.12,-0.638300974045076,-0.0674955121720558,-0.36872377952332,-0.682938798258919,-0.100087019655401,4,1,1,4,"Medium","Moderate"
"434","Carle Place, NY","NY","Northeast",40.7500266,-73.6121235,263.604047045455,-0.182,-0.12,-0.368312609866742,0.11725405413001,-0.494997448091116,-0.431010147933547,-1.1198780016648,3,1,1,3,"Low","Moderate"
"435","Carlsbad, CA","CA","West Coast",33.1239089,-117.282835,303.638857954545,-0.182,-0.12,-0.754552574593887,-0.159576138134609,-0.597959884593931,-0.405295440229098,-1.04349052239305,4,1,1,4,"Medium","Moderate"
"436","Carmel Valley Village, CA","CA","West Coast",36.5011591,-121.7321488,303.899452407407,-0.182,-0.12,-0.647373214972143,-0.609769816219851,-0.83242301007777,-0.521790812091179,-1.06325736442594,4,1,1,4,"Medium","Moderate"
"437","Carmel-by-the-Sea, CA","CA","West Coast",36.5529458,-121.9218892,303.068079354839,-0.182,-0.12,-1.09903928180811,-0.446129730130105,-0.692948045144519,1.29469822453102,-0.946850683584672,4,1,1,4,"Medium","Moderate"
"438","Carneys Point, NJ","NJ","Northeast",39.7053283,-75.4679956,256.753635,-0.182,-0.12,0.810674403882074,-0.0157419003333698,0.207248619999067,0.330476702090449,0.261248476100831,3,2,1,6,"Medium-high","Moderate"
"439","Carolina Beach, NC","NC","Southeast",34.0418731,-77.8997868,52.1030783333333,0.381,-0.045,-0.297548968328518,-0.816466292765791,-0.113535121838662,-0.201167981572025,0.241725580718396,1,1,2,2,"Low","Low"
"440","Carolina Shores, NC","NC","Southeast",33.907949,-78.57311,36.4556752777778,-0.182,-0.12,-0.0203422505449442,-0.950393708549263,-0.83960128835052,2.94329206367456,0.227017641043272,1,2,1,2,"Low","Low"
"441","Carpinteria, CA","CA","West Coast",34.3852905,-119.500858,281.440774130435,-0.182,-0.12,-0.121577110610755,0.570971275919975,-0.592013819387923,-0.406830112792914,-0.323115228619999,4,1,1,4,"Medium","Moderate"
"442","Carrabelle, FL","FL","Southeast",29.8543915,-84.66792,124.852369464286,0.085,-0.042,1.4561993800567,-0.187501162627768,1.13636949026783,1.60234933946722,1.30278015668751,1,4,2,8,"High","High"
"443","Carrollwood, FL","FL","Southeast",28.0582225,-82.5157683,134.092069772727,-0.182,-0.12,-0.183764139684899,0.390607853908881,-0.303456027478399,-0.807346418104182,0.356610158422914,2,1,1,2,"Low","Low"
"444","Carson, CA","CA","West Coast",33.840367,-118.2495736,287.590355,-0.182,-0.12,0.253263158431828,1.80398523249259,0.0335916200526446,-0.183280271732369,-0.103461849601925,4,2,1,8,"High","High"
"445","Carteret, NJ","NJ","Northeast",40.5837895,-74.2274575,253.292336666667,-0.182,-0.12,0.375060034154283,1.35959273044785,0.326842942857959,-0.620283481543173,-0.158904203320072,3,2,1,6,"Medium-high","Moderate"
"446","Carver, MA","MA","Northeast",41.8786436,-70.7431985,276.199454666667,-0.182,-0.12,-0.582310817536011,-1.13255798011141,-0.906486209312216,-0.65626099596889,0.490512601677121,4,1,1,4,"Medium","Moderate"
"447","Casa Conejo, CA","CA","West Coast",34.184731,-118.9445166,282.039985576923,-0.182,-0.12,-0.0643887057024671,-0.0324159173085661,-0.559730712712194,-0.834698839088784,-1.22262345848534,4,1,1,4,"Medium","Moderate"
"448","Casa de Oro-Mount Helix, CA","CA","West Coast",32.7639601,-116.9688082,313.596302045455,-0.182,-0.12,-0.325952500524656,-0.144068445972966,-0.34860178187399,0.136790879555382,-0.904126819156601,4,1,1,4,"Medium","Moderate"
"449","Casco, ME","ME","Northeast",43.9519977,-70.513249,306.480192,-0.182,-0.12,0.463412992548679,-0.691456879508396,0.75493508087409,-0.341469663809158,1.06174886163317,4,2,1,8,"High","High"
"450","Castaic, CA","CA","West Coast",34.4800598,-118.632867,289.475336428571,-0.182,-0.12,-0.482126531220971,0.312274166957267,-0.554275561135082,-1.17032529035511,-0.684690116558562,4,1,1,4,"Medium","Moderate"
"451","Castine, ME","ME","Northeast",44.4090064,-68.8155328,296.902488,-0.122,-0.08,-0.598204016085584,-1.18473391961861,-0.1086700519928,1.73623151540645,0.399369391835798,4,2,1,8,"High","High"
"452","Castle Hayne, NC","NC","Southeast",34.3555099,-77.9098892,50.7506920634921,-0.182,-0.12,1.3967558364952,-0.0540343102332001,1.38217054473209,1.00416271619632,1.01798747184321,1,3,1,3,"Low","Moderate"
"453","Castle Rock, WA","WA","West Coast",46.2718518,-122.9039183,145.52144,-0.182,-0.12,1.20289568430021,-0.345262362493959,0.359905411707724,0.232680632992758,0.720856151570812,2,2,1,4,"Medium","Moderate"
"454","Castro Valley, CA","CA","West Coast",37.7097483,-122.0623465,252.135822083333,-0.182,-0.12,-0.612650163644025,0.739695265544639,-0.578039090131875,-0.563056399100921,-0.557094772465755,3,1,1,3,"Low","Moderate"
"455","Castroville, CA","CA","West Coast",36.764838,-121.7533738,296.783628695652,-0.182,-0.12,0.748066513992099,3.33641024451733,0.839962002707516,-0.897642554743767,0.561754706939814,4,3,1,12,"High","High"
"456","Caswell Beach, NC","NC","Southeast",33.9058692,-78.0486559,50.0378864646465,-0.155,-0.073,-1.31125914898168,-1.25609210462355,-0.230864360249072,2.68708558612951,-1.49944285931781,1,1,1,1,"Low","Low"
"457","Cathlamet, WA","WA","West Coast",46.205819,-123.384018,196.812233888889,0.037,0.184,0.258580131808911,-0.419162983515776,0.722017353210916,1.91339935337221,0.672516475117791,2,3,2,12,"High","High"
"458","Cavalero, WA","WA","West Coast",47.984332,-122.0755622,126.5535375,-0.182,-0.12,-1.09118782867262,-0.64271664882451,-0.882658273677409,-1.64109348415814,-0.960489868310914,1,1,1,1,"Low","Low"
"459","Cayucos, CA","CA","West Coast",35.4378063,-120.885591,299.556997569444,-0.182,-0.12,-0.451012308197483,-0.814203309366337,-0.927691687464999,0.608604204123278,0.181892226938113,4,1,1,4,"Medium","Moderate"
"460","Cazadero, CA","CA","West Coast",38.5278309,-123.1097995,240.112625909091,-0.182,-0.12,0.839600458946774,-0.932355485137251,-0.995124685211485,1.25827883002389,0.54998441149127,2,2,1,4,"Medium","Moderate"
"461","Cedar Grove, FL","FL","Southeast",30.1810295,-85.6267282,128.744663125,-0.182,-0.12,1.97173446185522,0.153598901283411,1.35641618864628,-0.187638001746454,1.58751881890289,2,3,1,6,"Medium-high","Moderate"
"462","Cedar Grove, NJ","NJ","Northeast",40.8580173,-74.2297838,272.553210555556,-0.182,-0.12,-1.00139138976755,-0.418699592073265,-0.783717767861055,0.113368630314813,-1.03747702564075,4,1,1,4,"Medium","Moderate"
"463","Cedar Key, FL","FL","Southeast",29.1502655,-83.0373621,132.710343809524,0.354,0.573,-0.59159589237236,-1.00346116406168,0.95670680242494,1.31717195708866,0.947797721972405,2,2,2,8,"High","High"
"464","Cedar Point, NC","NC","Southeast",34.6851956,-77.0882223,78.6499830769231,-0.129,-0.086,-1.11404378322836,-1.04950576187676,-1.1565663378192,-0.207048764095084,0.631669544647965,1,1,1,1,"Low","Low"
"465","Cedarhurst, NY","NY","Northeast",40.6252035,-73.7278329,264.873094318182,-0.182,-0.12,-0.698864271087674,0.564640597665198,-0.950145424388226,-0.351950120302158,-1.13552937414778,3,1,1,3,"Low","Moderate"
"466","Cedarville, NJ","NJ","Northeast",39.3385714,-75.2145058,239.837574166667,-0.182,-0.12,0.296770250820269,-0.0297854613801058,-0.0433430756811102,0.218510690261628,0.0236469095776061,2,2,1,4,"Medium","Moderate"
"467","Center Moriches, NY","NY","Northeast",40.8020462,-72.7951665,267.512059117647,-0.139,-0.116,-0.779711007335204,-0.871733277356269,-0.910489365074673,-0.629085296236143,-0.996095971113693,3,1,1,3,"Low","Moderate"
"468","Centereach, NY","NY","Northeast",40.8695693,-73.0807976,264.397008793103,-0.182,-0.12,-0.510882554030577,-0.191507101355381,-0.814337017685778,-0.633639825388442,-1.4881787252067,3,1,1,3,"Low","Moderate"
"469","Centerport, NY","NY","Northeast",40.9024249,-73.3714271,267.047578863636,-0.132,-0.111,-0.60523865900333,-0.902154320655483,-1.02442567649361,-0.559867997764818,-1.60338351634592,3,1,1,3,"Low","Moderate"
"470","Central Falls, RI","RI","Northeast",41.8900642,-71.3934808,213.402204285714,-0.182,-0.12,2.63657618665026,2.82536195690873,2.18493857048992,-0.518069730099604,0.578633861762064,2,4,1,8,"High","High"
"471","Central Gardens, TX","TX","Southeast",29.9876935,-94.0220892,132.606101333333,-0.182,-0.12,-1.21908760893986,-0.713749624709045,-1.06179448989564,0.0152368840753764,0.441016823349613,2,1,1,2,"Low","Low"
"472","Central Islip, NY","NY","Northeast",40.7837643,-73.1944705,266.817723275862,-0.182,-0.12,0.554289863346749,1.96741172820998,0.453409364764015,-0.4644119731406,-0.505262407201245,3,2,1,6,"Medium-high","Moderate"
"473","Central Park, WA","WA","West Coast",46.9718079,-123.7023018,198.632546666667,-0.182,-0.12,-0.358205401884728,-0.481758614712838,-0.0382784891527648,0.508004153103021,0.426515700279104,2,2,1,4,"Medium","Moderate"
"474","Century, FL","FL","Southeast",30.977307,-87.2647238,115.76621,-0.182,-0.12,1.77088881964569,0.0421826483205288,1.49539861260921,0.567051247012756,1.71980530065635,1,4,1,4,"Medium","Moderate"
"475","Cerritos, CA","CA","West Coast",33.8677431,-118.0694719,277.512118,-0.182,-0.12,-0.79127333244467,1.57991747955581,-0.744425889608365,0.326011510686748,-1.28127621143507,4,1,1,4,"Medium","Moderate"
"476","Chackbay, LA","LA","Southeast",29.8585398,-90.807044,114.371807692308,-0.182,-0.12,0.125217351047024,-0.545404089566772,-0.543172922109355,-1.02092195357045,1.24098653549306,1,1,1,1,"Low","Low"
"477","Chain Lake, WA","WA","West Coast",47.902259,-121.9870897,146.7251,-0.182,-0.12,-1.06546616269758,-0.612940206001654,-1.10096620064009,-0.380343890984677,-0.623716237092341,2,1,1,2,"Low","Low"
"478","Chalmette, LA","LA","Southeast",29.944015,-89.9660048,108.368545333333,0.291,-0.101,1.01747976219429,0.363012436695914,0.905139130949251,-0.29697040322193,0.515047859476198,1,3,2,6,"Medium-high","Moderate"
"479","Channel Islands Beach, CA","CA","West Coast",34.1610926,-119.2252768,280.784507142857,-0.182,-0.12,-0.43409025834824,-1.03915107565707,-1.14558256175926,-0.319279755613932,-1.05989375933598,4,1,1,4,"Medium","Moderate"
"480","Channelview, TX","TX","Southeast",29.793023,-95.1144823,118.722587777778,-0.182,-0.12,1.576814241818,1.7507952075106,0.45394819917415,-0.65713035736858,0.906883057822315,1,3,1,3,"Low","Moderate"
"481","Charenton, LA","LA","Southeast",29.8670694,-91.5399799,131.923212,-0.126,-0.089,-0.138981915783931,-0.106593014500044,0.0285098789822198,0.956307998830633,1.51623019629767,2,2,1,4,"Medium","Moderate"
"482","Charleston, SC","SC","Southeast",32.8179302,-79.9589603,43.8176341304348,-0.007,-0.119,-0.0293393872848507,-0.433236902980378,-0.046859179318951,-0.862386318371515,0.165217308094721,1,1,1,1,"Low","Low"
"483","Charlestown, RI","RI","Northeast",41.3713769,-71.6803353,229.2586,0.027,-0.097,-0.597439945197256,-0.99619822610682,-0.418991606935717,-0.32770496464528,0.0687643365106878,2,1,1,2,"Low","Low"
"484","Charlotte Harbor, FL","FL","Southeast",26.961501,-82.059331,121.218874444444,-0.182,-0.12,-0.0670626603793512,-0.625626762475225,0.427257412807826,2.73865300460702,1.11157903561051,1,3,1,3,"Low","Moderate"
"485","Charlotte Park, FL","FL","Southeast",26.9043813,-82.0489628,120.789125,-0.182,-0.12,-0.664607686258204,-1.0069783082852,-0.975020020690283,2.95439775251074,1.37023826615447,1,2,1,2,"Low","Low"
"486","Charlotte, ME","ME","Northeast",45.0108217,-67.2730042,346.988917,-0.182,-0.12,-0.423576152032903,-1.19859787412488,-0.0399682984661512,0.820033229843207,0.919762247838942,4,2,1,8,"High","High"
"487","Charter Oak, CA","CA","West Coast",34.1024828,-117.8563151,263.588292727273,-0.182,-0.12,-0.0383347923736225,0.95393802885347,-0.0327669142916627,-0.677090665563745,0.0215887096143002,3,2,1,6,"Medium-high","Moderate"
"488","Chatham, MA","MA","Northeast",41.6738671,-69.9629643,289.235850212766,4.548,2.869,-0.443177189264972,-0.733462739251708,0.210691997123555,1.18810491531718,0.0489412470820604,4,2,4,32,"High","High"
"489","Chauvin, LA","LA","Southeast",29.4452725,-90.5936149,122.231829565217,3.084,1.11,1.28572815059604,-0.474372927961614,0.871213319749666,1.68893490390658,0.961026353318793,1,3,4,12,"High","High"
"490","Chebeague Island, ME","ME","Northeast",43.7353201,-70.0810075,345.73877826087,0.132,0.718,-1.01774065661857,-1.18984501623949,-0.679186774833775,1.13886885262631,0.275904187938478,4,1,2,8,"High","High"
"491","Chefornak, AK","AK","Alaska",60.1520037,-164.2530131,318.804562173913,-0.121,-0.032,0.801893285617459,1.41296882989879,2.95490249720663,0.497247613521014,1.41138192999753,4,4,1,16,"High","High"
"492","Chelsea, MA","MA","Northeast",42.3968243,-71.0313479,302.36752375,-0.14,-0.119,1.13632019773146,2.79769764803976,1.31923653475813,-1.09150316952133,0.22944797924516,4,3,1,12,"High","High"
"493","Cherry Hill, NJ","NJ","Northeast",39.9046107,-74.9969997,248.535137857143,-0.182,-0.12,-0.524996861148117,-0.0181253278673221,-0.601391185655908,-0.490604577353179,-0.815604031690891,3,1,1,3,"Low","Moderate"
"494","Cherryfield, ME","ME","Northeast",44.631269,-67.9271202,319.07241,-0.143,-0.091,0.155280630252074,-0.727476845166175,0.477565963550001,0.337409042012772,1.26914417603616,4,2,1,8,"High","High"
"495","Cherryland, CA","CA","West Coast",37.679161,-122.1037669,265.809899880952,-0.182,-0.12,0.866946664282921,2.11167020616412,1.75159597986961,-0.45296927176095,0.23762592308339,3,3,1,9,"High","High"
"496","Chesapeake, VA","VA","Northeast",36.6793761,-76.3017884,152.871180588235,-0.132,-0.12,-0.0997336131096102,-0.104382070982996,-0.269505369010201,-0.656398896849752,-0.238722303908015,2,1,1,2,"Low","Low"
"497","Cheshire Village, CT","CT","Northeast",41.5026007,-72.8992537,275.794045,-0.182,-0.12,-1.10915648107442,-0.814190501547842,-0.926913939921186,-0.307867877240567,-0.314761235717787,4,1,1,4,"Medium","Moderate"
"498","Chesilhurst, NJ","NJ","Northeast",39.7312887,-74.8799265,242.152948076923,-0.182,-0.12,0.344492428309831,0.133142188949924,0.529562236229276,1.05369869569351,0.436827909974252,3,2,1,6,"Medium-high","Moderate"
"499","Chester city, PA","PA","Northeast",39.8455581,-75.3718821,254.410605,-0.182,-0.12,2.36221826152004,1.09615344791143,2.50222400208796,0.493082543299148,0.546886344359335,3,4,1,12,"High","High"
